"","FirstDate","gdpg","gap1","gap2","unrate","lshr","xli","xli2","fac","rate","yield","quarter","group"
"57",1961-04-01,0.0168360222827262,66.5646709873009,3551.98222721205,7,114.767,3.1,0.18,0.3894376,2.106,2.896,1961 Q2,1961
"58",1961-07-01,0.0190215948771549,66.8396751376727,3583.95121980196,7,113.61,6.1,0.18,0.35227479,2.091,2.998,1961 Q3,1961
"59",1961-10-01,0.019426768536791,67.1510610921388,3624.58933323775,6.5,113.426,6.1,0.21,0.64007809,2.06,2.977,1961 Q4,1961
"60",1962-01-01,0.0176794258440586,67.4698267189782,3671.79874009421,5.8,112.867,6.3,0.23,0.017142597,2.517,3.109,1962 Q1,1962
"61",1962-04-01,0.00900686009216271,67.7605769549607,3718.28945168178,5.6,113.674,4.9,0.16,0.46061833,2.68,2.887,1962 Q2,1962
"62",1962-07-01,0.0122206889182955,67.9089412819977,3766.45847565644,5.4,112.467,2.9,0.16,0.29881783,2.924,3.071,1962 Q3,1962
"63",1962-10-01,0.00328860532343318,68.1105044000861,3809.11943778643,5.4,112.731,4.2,0.16,0.10545559,2.716,2.963,1962 Q4,1962
"64",1963-01-01,0.0108617018229624,68.1647963349325,3852.60563890359,5.7,112.912,5.2,0.13,0.19977163,2.954,2.978,1963 Q1,1963
"65",1963-04-01,0.0111616200398535,68.3442670212878,3897.04862683419,5.7,112.579,6.7,0.12,0.62443536,2.853,3.027,1963 Q2,1963
"66",1963-07-01,0.0217500532777354,68.5289391492511,3950.83798139629,5.6,111.035,4.8,0.17,0.2283507,2.985,3.126,1963 Q3,1963
"67",1963-10-01,0.00653763050400838,68.8895156997385,4000.76252945559,5.5,111.689,4.4,0.09,0.48752555,3.432,3.697,1963 Q4,1963
"68",1964-01-01,0.0208678791743047,68.99808272525,4058.90699760034,5.6,110.362,5.1,0.16,0.34343366,3.483,3.829,1964 Q1,1964
"69",1964-04-01,0.0108318073724414,69.3451966232606,4116.13634173961,5.3,110.656,3.5,0.17,0.58148736,3.528,3.91,1964 Q2,1964
"70",1964-07-01,0.0155051874978602,69.5257150240667,4176.43029302398,4.9,110.434,5.5,0.13,0.57910564,3.411,3.78,1964 Q3,1964
"71",1964-10-01,0.00308714073952528,69.7845263961907,4228.81806516509,5.1,111.958,4.9,0.26,-0.10068004,3.523,3.897,1964 Q4,1964
"72",1965-01-01,0.0239109229581266,69.836114104122,4292.04515778186,4.9,110.468,5,0.16,0.4417973,3.427,4.05,1965 Q1,1965
"73",1965-04-01,0.0125555563704387,70.2363234608129,4355.21129287603,4.8,110.534,5.4,0.21,0.45671462,3.788,4.14,1965 Q2,1965
"74",1965-07-01,0.0219880851718078,70.4469300914591,4426.79027672867,4.4,109.029,5.2,0.17,0.59891476,3.783,3.976,1965 Q3,1965
"75",1965-10-01,0.0227776261537147,70.8165173044747,4506.85900318029,4.2,108.366,6.9,0.12,0.52540609,3.986,4.346,1965 Q4,1965
"76",1966-01-01,0.0240468950027112,71.2003951910798,4595.93489905414,4,108.456,8.2,0.15,0.52984968,4.266,4.886,1966 Q1,1966
"77",1966-04-01,0.00340888779331628,71.6067904151046,4673.42560077425,3.8,109.803,5.8,0.24,0.31715009,4.418,4.93,1966 Q2,1966
"78",1966-07-01,0.00843267058825756,71.6644945950308,4745.10700612416,3.8,110.184,-0.1,0.32,0.23854742,4.52,5.106,1966 Q3,1966
"79",1966-10-01,0.0081705641351856,71.8073390557975,4811.25516970629,3.7,109.71,2.3,0.39,0.2062513,5.157,6,1966 Q4,1966
"80",1967-01-01,0.00881893179998406,71.9458792458018,4873.07703864947,3.9,109.782,1.7,0.16,0.25913855,4.47,5.013,1967 Q1,1967
"81",1967-04-01,0.000613326570662234,72.0955629954312,4923.03731174437,3.8,110.529,0.1,0.2,0.075225392,4.062,4.14,1967 Q2,1967
"82",1967-07-01,0.00941628754776244,72.1059787737737,4971.11232199175,3.8,110.503,5.7,0.12,0.090833083,3.707,5.061,1967 Q3,1967
"83",1967-10-01,0.00751026047667014,72.2659847024652,5015.82711799303,4,110.627,6.4,0.13,0.18720774,4.154,5.358,1967 Q4,1967
"84",1968-01-01,0.0201875633819473,72.3937296572445,5070.51885649345,3.7,109.969,6.2,0.26,-0.15648813,4.343,5.944,1968 Q1,1968
"85",1968-04-01,0.0165657570686277,72.7376669618597,5130.89499151603,3.5,109.527,4.8,0.17,0.26521933,4.852,5.686,1968 Q2,1968
"86",1968-07-01,0.00771534563874355,73.0205080782415,5187.39863602727,3.7,110.56,1.8,0.16,0.091354599,5.285,5.9,1968 Q3,1968
"87",1968-10-01,0.00392004755424347,73.1524260066263,5236.52821706443,3.4,111.49,5.1,0.1,0.27742368,5.162,5.373,1968 Q4,1968
"88",1969-01-01,0.015523196020344,73.2194970729996,5291.35975577474,3.4,110.805,5.2,0.15,0.2438964,6.099,6.487,1969 Q1,1969
"89",1969-04-01,0.00302894756513721,73.4853970270073,5338.23548340601,3.4,112.265,1.8,0.16,-0.013381446,5.361,6.489,1969 Q2,1969
"90",1969-07-01,0.00657784203514927,73.5373366739368,5381.86138964938,3.5,113.027,-2.1,0.28,0.092920198,6.481,7.355,1969 Q3,1969
"91",1969-10-01,-0.0048940468378253,73.6501950812214,5410.45813368714,3.7,114.609,-1.6,0.24,-0.045289253,6.945,7.799,1969 Q4,1969
"92",1970-01-01,-0.00149002667538567,73.5662179146178,5429.4566178472,3.9,115.082,-3,0.49,-0.67932645,6.787,8.024,1970 Q1,1970
"93",1970-04-01,0.00141618089247388,73.5406599932939,5443.27225878964,4.6,113.539,-1.8,0.26,-0.46197704,6.415,6.606,1970 Q2,1970
"94",1970-07-01,0.00917247775988077,73.5649511584138,5461.10683120349,5,113.02,-2.5,0.25,-0.12198694,5.93,7.187,1970 Q3,1970
"95",1970-10-01,-0.0107735586615982,73.7223799999518,5461.52627065296,5.5,113.538,2.4,0.14,-0.94669867,5.819,6.59,1970 Q4,1970
"96",1971-01-01,0.0267991651846544,73.5374887759494,5487.11314153782,5.9,111.383,3.5,0.07,0.15125275,4.439,4.883,1971 Q1,1971
"97",1971-04-01,0.00539359526214242,73.9978341047532,5512.5005610045,5.9,111.345,5.4,0.07,0.25742431,3.406,3.756,1971 Q2,1971
"98",1971-07-01,0.00819083161848571,74.0906567592201,5540.94237919011,6,110.783,6.3,0.04,0.1062416,5.019,6.056,1971 Q3,1971
"99",1971-10-01,0.00234589265219488,74.2317305382791,5565.76800307481,5.8,112.095,4.6,0.06,0.24937804,4.531,5.268,1971 Q4,1971
"100",1972-01-01,0.0182054300237368,74.2721594493237,5605.21816426401,5.8,112.076,8.3,0.03,0.72184893,3.351,4.179,1972 Q1,1972
"101",1972-04-01,0.0224392220093791,74.5862844012217,5663.00480543077,5.7,110.759,5.9,0.05,0.61627916,3.483,4.934,1972 Q2,1972
"102",1972-07-01,0.0093966095736263,74.9743732023664,5722.28765599664,5.6,110.912,7.1,0.04,0.1750777,3.625,5.248,1972 Q3,1972
"103",1972-10-01,0.0166057172280141,75.1371877424986,5791.27744563331,5.6,111.369,9.8,0.04,0.81917265,4.429,5.644,1972 Q4,1972
"104",1973-01-01,0.0244481117840047,75.4253458839405,5878.48050935925,4.9,111.132,9.1,0.06,0.42735177,4.867,5.525,1973 Q1,1973
"105",1973-04-01,0.0108285929301381,75.8505963760193,5965.44848781251,5,111.403,3.2,0.15,0.20307666,5.875,6.93,1973 Q2,1973
"106",1973-07-01,-0.00527225724354157,76.0393309343371,6032.07098203824,4.8,112.949,-0.9,0.14,0.085055874,7.436,7.556,1973 Q3,1973
"107",1973-10-01,0.0094475395311839,75.9474100018495,6098.27640275906,4.6,113.289,-1.8,0.39,0.082599271,7.335,7.66,1973 Q4,1973
"108",1974-01-01,-0.00863422048112655,76.1121657361614,6141.75900681813,5.1,113.582,0.2,0.41,-0.57640953,7.364,7.124,1974 Q1,1974
"109",1974-04-01,0.00237414958209743,75.9615864583443,6178.43283878363,5.1,112.758,-1.2,0.35,-0.29824332,8.5,8.115,1974 Q2,1974
"110",1974-07-01,-0.00949773487363987,76.0029763447298,6194.67423864099,5.5,113.766,-8.7,0.47,-0.64310585,7.681,8.608,1974 Q3,1974
"111",1974-10-01,-0.00389162026282198,75.8374646430792,6199.79747624633,6,112.443,-9,0.52,-0.86455931,6.17,7.892,1974 Q4,1974
"112",1975-01-01,-0.0122510822991365,75.7696996645077,6185.38147914837,8.1,111.316,-5.8,0.48,-1.555491,6.537,6.875,1975 Q1,1975
"113",1975-04-01,0.00712159304551527,75.5565687203419,6177.29117364464,8.8,110.219,-0.3,0.21,-0.36756657,5.274,6.19,1975 Q2,1975
"114",1975-07-01,0.0169755428584668,75.6804258848776,6187.4520711518,8.6,109.146,5.8,0.17,-0.12561728,5.651,6.701,1975 Q3,1975
"115",1975-10-01,0.0133810026840012,75.9760698179529,6210.15884574621,8.4,109.248,5.6,0.24,0.026815515,6.292,7.531,1975 Q4,1975
"116",1976-01-01,0.0222454023026545,76.2095178895585,6255.63993668726,7.9,108.487,6.5,0.2,0.39320287,5.172,5.974,1976 Q1,1976
"117",1976-04-01,0.00730697926256641,76.5984088534457,6302.82070733882,7.7,108.309,6.6,0.27,0.23496664,4.756,5.993,1976 Q2,1976
"118",1976-07-01,0.00545914754854837,76.7263643658567,6349.03468757755,7.8,108.807,6.7,0.22,0.12740472,5.296,6.342,1976 Q3,1976
"119",1976-10-01,0.00720005300857215,76.822031431004,6396.51094986241,7.7,108.803,7,0.14,-0.093052934,5.082,5.722,1976 Q4,1976
"120",1977-01-01,0.0117925255230145,76.9482975776072,6451.03526266758,7.5,108.63,6.4,0.19,-0.0089846291,4.257,4.768,1977 Q1,1977
"121",1977-04-01,0.0192330879036164,77.1553251305948,6521.76123992799,7.2,108.625,8.6,0.09,0.38765338,4.541,5.352,1977 Q2,1977
"122",1977-07-01,0.017871007745394,77.4935746373414,6605.33396066637,6.9,108.171,6.5,0.1,0.20592485,4.949,5.609,1977 Q3,1977
"123",1977-10-01,1.99275978711132e-05,77.8085325269444,6675.95311904681,6.8,109.557,6.2,0.08,0.12046186,5.815,6.479,1977 Q4,1977
"124",1978-01-01,0.00319331732641077,77.8088840866153,6738.95968384157,6.4,111.097,5.3,0.13,-0.16949581,5.754,6.835,1978 Q1,1978
"125",1978-04-01,0.0379196044225287,77.8652303693441,6843.28881477466,6.1,108.844,6.8,0.06,0.75720201,6.497,7.164,1978 Q2,1978
"126",1978-07-01,0.0100072475974094,78.5358831322823,6945.75256193269,6.2,108.792,3.5,0.12,0.018558339,6.56,8.194,1978 Q3,1978
"127",1978-10-01,0.0133517219428579,78.7133526812751,7051.00343813295,5.8,108.605,3.1,0.09,0.11154746,8.019,8.553,1978 Q4,1978
"128",1979-01-01,0.00179432736928415,78.9504453616992,7141.65430813116,5.9,110.616,0.3,0.35,-0.2481786,8.428,10.142,1979 Q1,1979
"129",1979-04-01,0.00106688355954025,78.9823352367821,7217.84413715548,5.8,110.279,3.9,0.22,-0.64349096,9.642,9.578,1979 Q2,1979
"130",1979-07-01,0.0074005947959879,79.0012995915315,7290.1884753444,5.7,110.551,1.8,0.24,-0.52259242,8.99,9.107,1979 Q3,1979
"131",1979-10-01,0.00249733076700601,79.1329112931129,7351.91025719281,6,111.315,-3.7,0.19,-0.37280764,10.279,10.581,1979 Q4,1979
"132",1980-01-01,0.00314077414043076,79.1773483811498,7405.12452325214,6.3,111.065,-3.7,0.24,-0.69587029,9.344,11.156,1980 Q1,1980
"133",1980-04-01,-0.0208195798315736,79.2332525014993,7415.90768084103,6.9,112.081,-6,0.59,-1.6979751,15.051,14.88,1980 Q2,1980
"134",1980-07-01,-0.00118925438062412,78.863043045313,7417.77102275997,7.8,112.69,2.2,0.15,-0.77595721,6.201,8.214,1980 Q3,1980
"135",1980-10-01,0.0184774684859222,78.8419221443507,7440.84604421364,7.5,112.081,0.7,0.13,-0.18080616,10.795,11.751,1980 Q4,1980
"136",1981-01-01,0.0194047266803593,79.1703974366029,7485.24406578271,7.5,109.746,-0.9,0.38,-0.84699807,12.528,12.811,1981 Q1,1981
"137",1981-04-01,-0.00743835315034435,79.5160917584144,7509.06550278183,7.2,110.851,-1.3,0.32,-0.60329968,13.017,12.603,1981 Q2,1981
"138",1981-07-01,0.011903887506921,79.3834888257894,7543.53649747172,7.2,109.962,-5.2,0.48,-0.75202917,14.411,13.906,1981 Q3,1981
"139",1981-10-01,-0.0109557631202328,79.5957516430163,7553.57837451217,7.9,110.933,-3.6,0.58,-0.9914177,13.997,15.433,1981 Q4,1981
"140",1982-01-01,-0.0156584018269083,79.400384810612,7535.32262282265,8.6,112.976,-2.3,0.54,-1.3036246,9.636,12.9,1982 Q1,1982
"141",1982-04-01,0.00455139794138199,79.1215756871576,7522.04508298339,9.3,112.377,-2.5,0.4,-1.1749592,13.421,13.657,1982 Q2,1982
"142",1982-07-01,-0.00382999342805677,79.2025660535334,7501.49456786697,9.8,112.539,-0.2,0.44,-1.1192515,11.779,13.963,1982 Q3,1982
"143",1982-10-01,0.000400007865809927,79.134410038536,7481.16745027947,10.4,111.987,1.3,0.41,-1.0375643,7.019,10.203,1982 Q4,1982
"144",1983-01-01,0.0130918308749907,79.1415269403744,7480.2561000129,10.4,111.202,6.9,0.11,-0.0072535155,8.06,8.491,1983 Q1,1983
"145",1983-04-01,0.0225001645449148,79.374632180869,7511.50670634178,10.2,109.368,7.9,0.16,-0.0065674202,8.572,9.119,1983 Q2,1983
"146",1983-07-01,0.0197923783068282,79.7760573591284,7568.10494147181,9.4,107.875,8.5,0.11,0.33620195,8.695,9.399,1983 Q3,1983
"147",1983-10-01,0.0206471982740039,80.130010024097,7649.04084446127,8.8,107.947,7,0.14,0.15993538,8.755,9.649,1983 Q4,1983
"148",1984-01-01,0.0193592971005692,80.5000846387873,7749.82119208442,8,108.463,8.6,0.11,0.36210518,8.643,9.803,1984 Q1,1984
"149",1984-04-01,0.0171300551005953,80.8478497702113,7864.60238496432,7.7,108.014,6.3,0.13,0.12460388,9.553,10.638,1984 Q2,1984
"150",1984-07-01,0.0095939311809877,81.1561944711534,7979.07488220334,7.5,108.199,3.1,0.23,-0.053477255,9.358,11.919,1984 Q3,1984
"151",1984-10-01,0.00817422921914224,81.3291436978483,8090.28474661013,7.4,108.391,2.6,0.21,-0.20536157,10.433,11.047,1984 Q4,1984
"152",1985-01-01,0.00964314731614686,81.4766452827453,8200.4990755768,7.3,108.214,6.7,0.12,-0.10371296,7.598,9.018,1985 Q1,1985
"153",1985-04-01,0.00876620007486079,81.650824882356,8307.92153198624,7.3,108.25,5.6,0.11,-0.19524976,8.091,9.535,1985 Q2,1985
"154",1985-07-01,0.0151572603738279,81.8093259795981,8423.48826770934,7.4,107.682,5.6,0.1,-0.25656443,6.631,7.679,1985 Q3,1985
"155",1985-10-01,0.00740699182869154,82.0837460393517,8532.74643546356,7.1,109.037,4.9,0.09,-0.29997396,7.068,8.023,1985 Q4,1985
"156",1986-01-01,0.00929415155361375,82.2180157142097,8639.35253050669,6.7,108.741,4.8,0.06,0.05944443,5.905,7.479,1986 Q1,1986
"157",1986-04-01,0.00449285554507605,82.3866499548371,8734.9332020162,7.1,109.057,4.4,0.06,0.24219875,6.272,6.791,1986 Q2,1986
"158",1986-07-01,0.00952120945350197,82.4682308271351,8829.40465070924,7,109.796,2.6,0.09,0.045713991,5.885,6.418,1986 Q3,1986
"159",1986-10-01,0.00534959416711716,82.6412495343415,8915.4396984271,7,111.068,2.4,0.12,0.091250137,5.111,5.823,1986 Q4,1986
"160",1987-01-01,0.00739106799354032,82.7385415128374,8997.59773965421,6.6,111.43,3.2,0.15,-0.29319196,5.113,6.06,1987 Q1,1987
"161",1987-04-01,0.0107240675207461,82.8730555267196,9082.4591265836,6.3,110.877,0.7,0.11,0.074653551,5.202,6.182,1987 Q2,1987
"162",1987-07-01,0.00863439633307582,83.068422856062,9166.1162593195,6.1,111.121,1.9,0.15,0.19210672,4.927,6.823,1987 Q3,1987
"163",1987-10-01,0.0170238373325574,83.2258884317134,9264.4530574648,6,110.991,-0.2,0.18,0.36212928,6.5,7.882,1987 Q4,1987
"164",1988-01-01,0.00515551288075297,83.536789131648,9353.95529616352,5.7,111.764,0.3,0.3,-0.036487163,3.687,7.242,1988 Q1,1988
"165",1988-04-01,0.0130547376755251,83.6310569009081,9450.49697849262,5.4,111.811,2.6,0.15,0.081680291,5.734,6.849,1988 Q2,1988
"166",1988-07-01,0.00584259520477572,83.8699985247087,9539.72624349892,5.4,111.587,1.2,0.21,0.04150433,6.54,7.509,1988 Q3,1988
"167",1988-10-01,0.0132365693740343,83.9770462943992,9636.71541628565,5.4,110.881,2.7,0.13,0.058215972,7.09,7.974,1988 Q4,1988
"168",1989-01-01,0.010112643926212,84.2198186729081,9734.79161352475,5.4,110.566,2.5,0.13,0.10047925,6.611,8.896,1989 Q1,1989
"169",1989-04-01,0.00760202780034666,84.405531148585,9828.97866414607,5.2,109.322,1.5,0.2,-0.21510135,8.775,9.621,1989 Q2,1989
"170",1989-07-01,0.00738005651708882,84.5452723732356,9919.29050960365,5.2,109.012,1.3,0.28,-0.47679186,8.254,8.118,1989 Q3,1989
"171",1989-10-01,0.00196787302096089,84.6810438684981,9995.40702366159,5.3,109.994,2.1,0.13,-0.38055595,7.754,8.309,1989 Q4,1989
"172",1990-01-01,0.0108695324620922,84.7172653827962,10076.7760442612,5.4,110.029,6.5,0.05,-0.33670683,6.264,7.757,1990 Q1,1990
"173",1990-04-01,0.00362312883683897,84.9174741928138,10148.4831337316,5.4,110.315,-0.3,0.37,-0.3939778,7.999,8.287,1990 Q2,1990
"174",1990-07-01,0.000665595235618018,84.9842620754918,10205.7108285303,5.5,110.475,2,0.24,-0.40179319,7.641,7.947,1990 Q3,1990
"175",1990-10-01,-0.00914574064807198,84.9965343520041,10230.4633021645,5.9,111.457,-0.3,0.35,-0.78924614,7.019,7.584,1990 Q4,1990
"176",1991-01-01,-0.00469038914850725,84.8279823095166,10235.6873953896,6.4,110.748,-1.1,0.49,-0.82317754,5.447,6.918,1991 Q1,1991
"177",1991-04-01,0.00776665189406222,84.741605364025,10249.0826082591,6.7,110.486,0.2,0.31,-0.35947831,5.887,6.352,1991 Q2,1991
"178",1991-07-01,0.00504086035340601,84.8846578294105,10265.0484340902,6.8,110.134,2.4,0.24,-0.32308979,5.183,6.313,1991 Q3,1991
"179",1991-10-01,0.00347938834810761,84.9775690262746,10280.7265451511,7,110.7,2.1,0.25,-0.3192312,4.989,5.371,1991 Q4,1991
"180",1992-01-01,0.0119014184214265,85.0417294176938,10313.8517591262,7.3,111.144,4.8,0.22,-0.17471865,3.717,4.171,1992 Q1,1992
"181",1992-04-01,0.0107846685927113,85.2613762354179,10360.8635527568,7.4,110.781,2.9,0.21,0.038935958,4.011,4.609,1992 Q2,1992
"182",1992-07-01,0.00983260299874445,85.4606575207754,10418.6522074534,7.7,110.515,3.6,0.2,-0.022533885,3.513,4.063,1992 Q3,1992
"183",1992-10-01,0.0103745537233155,85.6425490671641,10487.4000067401,7.3,109.614,4,0.22,-0.0010072203,2.69,3.105,1992 Q4,1992
"184",1993-01-01,0.00166804526206002,85.8346757023237,10547.4878115574,7.3,108.989,3.5,0.2,0.048754548,2.924,3.651,1993 Q1,1993
"185",1993-04-01,0.00580482877342446,85.8655863643082,10608.5167582355,7.1,109.826,2.6,0.24,0.074908689,2.863,3.352,1993 Q2,1993
"186",1993-07-01,0.00476020047476225,85.9731994260765,10668.1416193719,6.9,109.073,3.8,0.19,0.016693559,2.863,3.5,1993 Q3,1993
"187",1993-10-01,0.0135098230200758,86.0614968939579,10745.4228456329,6.8,108.844,4.4,0.14,0.12080212,2.782,3.373,1993 Q4,1993
"188",1994-01-01,0.00965685203258748,86.3123388713041,10830.268782172,6.6,107.531,4.8,0.18,0.14226482,2.944,3.636,1994 Q1,1994
